State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Assam,Jorhat,Jorhat APMC,Orange,Other,FAQ,04/02/2026,2798.81,3402.9,3162.67
Maharashtra,Kolhapur,Kolhapur APMC,Orange,Other,FAQ,04/02/2026,3335.93,3715.53,3531.92
Assam,Nagaon,Nagaon APMC,Ginger(Green),Other,FAQ,04/02/2026,5293.04,6230.11,5658.53
Madhya Pradesh,Bhopal,Bhopal APMC,Green Chilli,Other,FAQ,04/02/2026,4130.34,4845.69,4611.21
Madhya Pradesh,Gwalior,Gwalior APMC,Cotton,Other,Local,04/02/2026,4641.14,6077.73,5323.56
Odisha,Berhampur,Berhampur APMC,Pumpkin,Other,FAQ,04/02/2026,920.8,1173.67,986.43
Uttar Pradesh,Varanasi,Varanasi APMC,Onion,Other,FAQ,04/02/2026,1842.11,2276.42,1974.78
Rajasthan,Jodhpur,Jodhpur APMC,Onion,Other,FAQ,04/02/2026,2063.74,2621.68,2234.57
Tamil Nadu,Madurai,Madurai APMC,Brinjal,Other,Local,04/02/2026,1643.17,2226.91,1927.95
Karnataka,Mysore,Mysore APMC,Drumstick,Other,FAQ,04/02/2026,4267.35,5184.57,4709.61
Tamil Nadu,Trichy,Trichy APMC,Coriander(Leaves),Other,FAQ,04/02/2026,3176.5,3960.18,3497.27
Telangana,Hyderabad,Hyderabad APMC,Cotton,Other,FAQ,04/02/2026,6261.45,7942.68,6890.73
Maharashtra,Nashik,Nashik APMC,Pumpkin,Other,Local,04/02/2026,904.73,1204.16,1027.65
Uttar Pradesh,Kanpur,Kanpur APMC,Tomato,Other,FAQ,04/02/2026,1615.8,1883.41,1762.4
Uttar Pradesh,Lucknow,Lucknow APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,4390.57,5287.33,4841.8
Uttar Pradesh,Varanasi,Varanasi APMC,Lentil (Masur)(Whole),Other,Local,04/02/2026,4210.48,5556.05,4853.52
Haryana,Panipat,Panipat APMC,Maize,Other,Local,04/02/2026,1913.48,2371.92,2098.83
Himachal Pradesh,Kullu,Kullu APMC,Apple,Other,FAQ,04/02/2026,8567.39,11124.96,10067.58
Uttar Pradesh,Lucknow,Lucknow APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2480.48,3076.35,2887.25
Rajasthan,Kota,Kota APMC,Cotton,Other,FAQ,04/02/2026,5011.75,6515.03,5619.91
Bihar,Patna,Patna APMC,Carrot,Other,Local,04/02/2026,1875.11,2358.3,1991.17
West Bengal,Kolkata,Kolkata APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2350.67,2906.82,2749.22
Bihar,Darbhanga,Darbhanga APMC,Jute,Other,FAQ,04/02/2026,3253.51,4057.95,3722.55
West Bengal,Howrah,Howrah APMC,Jute,Other,FAQ,04/02/2026,4554.96,5588.76,5065.5
Gujarat,Rajkot,Rajkot APMC,Coriander(Leaves),Other,Local,04/02/2026,3595.13,4513.24,3868.77
Punjab,Amritsar,Amritsar APMC,Maize,Other,Local,04/02/2026,1959.11,2490.43,2226.8
Maharashtra,Nagpur,Nagpur APMC,Cotton,Other,FAQ,04/02/2026,4872.5,5988.78,5621.75
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2786.62,3572.9,3116.99
Andhra Pradesh,Tirupati,Tirupati APMC,Cotton,Other,Local,04/02/2026,6162.5,7888.14,6742.82
Jammu & Kashmir,Srinagar,Srinagar APMC,Apple,Other,FAQ,04/02/2026,8619.85,11138.45,9350.55
Tamil Nadu,Coimbatore,Coimbatore APMC,Green Chilli,Other,FAQ,04/02/2026,4232.44,5369.23,4644.17
Odisha,Rourkela,Rourkela APMC,Ginger(Green),Other,Local,04/02/2026,4801.8,5969.07,5490.56
Maharashtra,Nagpur,Nagpur APMC,Bengal Gram(Gram)(Whole),Other,Local,04/02/2026,4445.37,5481.23,5167.22
Andhra Pradesh,Kurnool,Kurnool APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5742.47,7380.83,6281.66
Rajasthan,Udaipur,Udaipur APMC,Coriander(Leaves),Other,FAQ,04/02/2026,2565.38,3050.59,2841.42
Uttar Pradesh,Kanpur,Kanpur APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,1986.51,2633.33,2272.52
Himachal Pradesh,Dharamshala,Dharamshala APMC,Apple,Other,FAQ,04/02/2026,7942.23,9869.92,8372.72
Uttar Pradesh,Kanpur,Kanpur APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,5024.03,6063.73,5633.61
Madhya Pradesh,Gwalior,Gwalior APMC,Green Chilli,Other,FAQ,04/02/2026,3897.94,4886.04,4434.77
Uttar Pradesh,Varanasi,Varanasi APMC,Potato,Other,Local,04/02/2026,1385.0,1720.38,1514.11
Uttar Pradesh,Varanasi,Varanasi APMC,Tomato,Other,Local,04/02/2026,1318.13,1614.97,1473.97
Rajasthan,Jaipur,Jaipur APMC,Onion,Other,Local,04/02/2026,1937.69,2298.3,2066.85
Tamil Nadu,Chennai,Chennai APMC,Green Chilli,Other,FAQ,04/02/2026,3807.08,4703.43,4328.59
Assam,Silchar,Silchar APMC,Orange,Other,Local,04/02/2026,3039.3,3641.84,3229.58
Telangana,Karimnagar,Karimnagar APMC,Green Chilli,Other,FAQ,04/02/2026,4380.38,5415.39,4797.43
Karnataka,Bangalore,Bangalore APMC,Drumstick,Other,Local,04/02/2026,4470.82,5626.36,4796.39
Andhra Pradesh,Kurnool,Kurnool APMC,Papaya,Other,FAQ,04/02/2026,2237.7,2533.05,2405.02
Maharashtra,Nashik,Nashik APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4353.38,5774.39,5061.54
Odisha,Sambalpur,Sambalpur APMC,Pumpkin,Other,Local,04/02/2026,893.8,1123.88,976.44
Maharashtra,Mumbai,Mumbai APMC,Onion,Other,FAQ,04/02/2026,2287.47,2754.21,2609.27
Tamil Nadu,Chennai,Chennai APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2589.04,3366.51,2964.39
Jammu & Kashmir,Jammu,Jammu APMC,Apple,Other,FAQ,04/02/2026,7754.04,9497.86,8887.92
Karnataka,Hubli,Hubli APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2299.99,2964.51,2563.07
Uttar Pradesh,Meerut,Meerut APMC,Carrot,Other,FAQ,04/02/2026,2160.99,2638.66,2362.8
Tamil Nadu,Trichy,Trichy APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2531.31,3167.49,2944.66
Bihar,Darbhanga,Darbhanga APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2122.66,2739.29,2486.0
Gujarat,Vadodara,Vadodara APMC,Coriander(Leaves),Other,Local,04/02/2026,3483.93,4117.72,3846.97
Maharashtra,Kolhapur,Kolhapur APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5371.28,6863.07,6174.43
Telangana,Khammam,Khammam APMC,Maize,Other,FAQ,04/02/2026,1877.81,2315.02,2095.68
Andhra Pradesh,Vijayawada,Vijayawada APMC,Green Gram (Moong)(Whole),Other,FAQ,04/02/2026,5803.56,7633.03,6746.14
Telangana,Khammam,Khammam APMC,Cotton,Other,FAQ,04/02/2026,5101.3,6457.08,5416.93
Gujarat,Vadodara,Vadodara APMC,Onion,Other,FAQ,04/02/2026,1872.86,2161.3,1998.37
Andhra Pradesh,Kurnool,Kurnool APMC,Cotton,Other,FAQ,04/02/2026,5144.43,6443.8,5934.25
Punjab,Amritsar,Amritsar APMC,Carrot,Other,FAQ,04/02/2026,2153.9,2663.96,2501.03
Andhra Pradesh,Vijayawada,Vijayawada APMC,Coriander(Leaves),Other,Local,04/02/2026,2972.56,3820.28,3239.84
Bihar,Bhagalpur,Bhagalpur APMC,Jute,Other,FAQ,04/02/2026,3623.17,4561.08,3847.34
Uttar Pradesh,Kanpur,Kanpur APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5795.94,6593.73,6128.38
Punjab,Amritsar,Amritsar APMC,Orange,Other,FAQ,04/02/2026,3075.21,3820.18,3400.02
Andhra Pradesh,Tirupati,Tirupati APMC,Green Gram (Moong)(Whole),Other,FAQ,04/02/2026,5631.77,7460.17,6478.64
Assam,Nagaon,Nagaon APMC,Orange,Other,Local,04/02/2026,3312.34,4174.96,3522.11
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Coriander(Leaves),Other,FAQ,04/02/2026,3259.8,4383.74,3763.63
Uttar Pradesh,Agra,Agra APMC,Potato,Other,FAQ,04/02/2026,1387.15,1590.93,1483.86
Andhra Pradesh,Kurnool,Kurnool APMC,Green Chilli,Other,FAQ,04/02/2026,3685.34,4315.45,3947.91
Tamil Nadu,Salem,Salem APMC,Coriander(Leaves),Other,Local,04/02/2026,3627.21,4218.37,3886.03
Odisha,Cuttack,Cuttack APMC,Pumpkin,Other,Local,04/02/2026,941.0,1166.2,1010.23
Maharashtra,Kolhapur,Kolhapur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4807.91,5583.92,5275.83
Uttar Pradesh,Meerut,Meerut APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,3910.92,5151.96,4591.95
Tamil Nadu,Madurai,Madurai APMC,Green Chilli,Other,FAQ,04/02/2026,3929.96,5489.18,4601.73
Punjab,Bathinda,Bathinda APMC,Tomato,Other,FAQ,04/02/2026,2021.68,2546.41,2235.27
Rajasthan,Kota,Kota APMC,Coriander(Leaves),Other,Local,04/02/2026,2364.23,2961.46,2728.77
Maharashtra,Nagpur,Nagpur APMC,Pumpkin,Other,Local,04/02/2026,1131.52,1310.41,1196.98
Telangana,Nizamabad,Nizamabad APMC,Maize,Other,Local,04/02/2026,1897.27,2259.13,2034.66
Karnataka,Mangalore,Mangalore APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2778.48,3464.74,3200.78
Madhya Pradesh,Jabalpur,Jabalpur APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,4234.32,5866.29,4964.94
Rajasthan,Kota,Kota APMC,Onion,Other,Local,04/02/2026,1940.81,2361.73,2050.83
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Green Chilli,Other,FAQ,04/02/2026,4098.78,5360.73,4481.09
Punjab,Jalandhar,Jalandhar APMC,Maize,Other,FAQ,04/02/2026,2234.01,2816.25,2456.06
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Cotton,Other,FAQ,04/02/2026,5953.51,7508.74,6799.71
Maharashtra,Mumbai,Mumbai APMC,Green Chilli,Other,FAQ,04/02/2026,3943.85,5506.63,4605.86
Andhra Pradesh,Guntur,Guntur APMC,Coriander(Leaves),Other,FAQ,04/02/2026,3532.16,3960.59,3759.55
Haryana,Panipat,Panipat APMC,Carrot,Other,FAQ,04/02/2026,2219.73,2728.2,2558.71
Rajasthan,Jodhpur,Jodhpur APMC,Orange,Other,FAQ,04/02/2026,2653.46,3387.54,2867.56
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Onion,Other,FAQ,04/02/2026,2185.28,2739.9,2452.44
Andhra Pradesh,Vijayawada,Vijayawada APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2673.3,3715.62,3123.63
Haryana,Rohtak,Rohtak APMC,Musk Melon,Other,FAQ,04/02/2026,1918.26,2274.09,2141.9
Haryana,Rohtak,Rohtak APMC,Maize,Other,FAQ,04/02/2026,2234.67,2777.87,2434.51
Tamil Nadu,Coimbatore,Coimbatore APMC,Brinjal,Other,FAQ,04/02/2026,1814.89,2196.65,2008.64
West Bengal,Durgapur,Durgapur APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2749.4,3184.53,2981.29
Uttarakhand,Dehradun,Dehradun APMC,Apple,Other,FAQ,04/02/2026,6783.09,9176.41,7888.57
Gujarat,Surat,Surat APMC,Onion,Other,Local,04/02/2026,2221.31,2844.76,2374.94
Uttar Pradesh,Meerut,Meerut APMC,Lentil (Masur)(Whole),Other,Local,04/02/2026,4570.48,5328.4,4895.36
Tamil Nadu,Trichy,Trichy APMC,Pumpkin,Other,FAQ,04/02/2026,843.55,1107.53,930.98
Karnataka,Mangalore,Mangalore APMC,Drumstick,Other,Local,04/02/2026,4011.18,5323.53,4698.58
Punjab,Ludhiana,Ludhiana APMC,Orange,Other,Local,04/02/2026,3215.13,4062.75,3571.11
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,Other,FAQ,04/02/2026,4161.83,4848.2,4599.36
Rajasthan,Jaipur,Jaipur APMC,Orange,Other,FAQ,04/02/2026,2670.67,3384.74,3089.37
Karnataka,Mysore,Mysore APMC,Green Gram (Moong)(Whole),Other,Local,04/02/2026,7348.15,9041.85,7825.82
Rajasthan,Udaipur,Udaipur APMC,Onion,Other,Local,04/02/2026,1772.03,2050.32,1924.47
Tamil Nadu,Chennai,Chennai APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,4947.47,6340.44,5384.37
Gujarat,Vadodara,Vadodara APMC,Papaya,Other,FAQ,04/02/2026,2068.72,2396.18,2190.37
Andhra Pradesh,Vijayawada,Vijayawada APMC,Papaya,Other,FAQ,04/02/2026,2071.81,2493.46,2355.45
Telangana,Karimnagar,Karimnagar APMC,Maize,Other,FAQ,04/02/2026,1842.98,2196.69,1971.83
Madhya Pradesh,Ujjain,Ujjain APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5471.56,6240.81,5925.28
Punjab,Ludhiana,Ludhiana APMC,Carrot,Other,FAQ,04/02/2026,2183.8,2925.12,2480.03
Gujarat,Rajkot,Rajkot APMC,Onion,Other,FAQ,04/02/2026,2202.19,2748.3,2347.87
Odisha,Rourkela,Rourkela APMC,Pumpkin,Other,FAQ,04/02/2026,767.56,915.58,814.44
Maharashtra,Mumbai,Mumbai APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,5614.24,6602.89,5937.6
Karnataka,Hubli,Hubli APMC,Bengal Gram(Gram)(Whole),Other,Local,04/02/2026,5025.08,6776.08,5755.56
Haryana,Panipat,Panipat APMC,Musk Melon,Other,FAQ,04/02/2026,1893.14,2453.09,2074.81
Madhya Pradesh,Indore,Indore APMC,Green Chilli,Other,Local,04/02/2026,3790.83,4585.39,4346.33
Andhra Pradesh,Kurnool,Kurnool APMC,Green Gram (Moong)(Whole),Other,FAQ,04/02/2026,5489.12,6676.92,6266.31
Uttar Pradesh,Kanpur,Kanpur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4250.71,5263.28,4983.81
Maharashtra,Mumbai,Mumbai APMC,Orange,Other,FAQ,04/02/2026,3354.68,4229.31,3571.33
Haryana,Panipat,Panipat APMC,Cotton,Other,FAQ,04/02/2026,5610.67,6723.99,5945.46
Bihar,Gaya,Gaya APMC,Carrot,Other,FAQ,04/02/2026,1896.95,2335.63,2165.84
West Bengal,Kolkata,Kolkata APMC,Jute,Other,FAQ,04/02/2026,3771.29,4999.88,4290.43
Madhya Pradesh,Jabalpur,Jabalpur APMC,Cotton,Other,FAQ,04/02/2026,5723.53,7411.0,6486.66
Assam,Guwahati,Guwahati APMC,Jute,Other,FAQ,04/02/2026,4267.37,5425.62,4748.58
Gujarat,Surat,Surat APMC,Coriander(Leaves),Other,FAQ,04/02/2026,2795.97,3702.0,3167.24
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Other,FAQ,04/02/2026,1821.03,2218.8,2086.97
Karnataka,Hubli,Hubli APMC,Drumstick,Other,Local,04/02/2026,3586.29,4966.19,4180.97
West Bengal,Howrah,Howrah APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,1940.41,2689.42,2261.48
Uttar Pradesh,Lucknow,Lucknow APMC,Tomato,Other,FAQ,04/02/2026,1340.46,1623.53,1528.56
Maharashtra,Nagpur,Nagpur APMC,Green Gram (Moong)(Whole),Other,Local,04/02/2026,7725.48,9084.24,8149.73
Maharashtra,Mumbai,Mumbai APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5452.51,6460.18,5832.57
Telangana,Khammam,Khammam APMC,Green Chilli,Other,FAQ,04/02/2026,3763.74,4567.04,4252.2
Uttar Pradesh,Agra,Agra APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,4913.24,6619.55,5651.62
Andhra Pradesh,Guntur,Guntur APMC,Cotton,Other,FAQ,04/02/2026,5922.13,7299.46,6735.03
Andhra Pradesh,Tirupati,Tirupati APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4519.99,5404.44,4885.25
Assam,Dibrugarh,Dibrugarh APMC,Jute,Other,Local,04/02/2026,3863.09,4457.82,4226.91
Madhya Pradesh,Indore,Indore APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,3829.64,4778.7,4320.62
Bihar,Bhagalpur,Bhagalpur APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2017.48,2376.78,2248.15
Bihar,Patna,Patna APMC,Jute,Other,Local,04/02/2026,4569.68,5331.61,4928.52
Uttar Pradesh,Varanasi,Varanasi APMC,Maize,Other,FAQ,04/02/2026,1552.65,2057.72,1797.83
Maharashtra,Kolhapur,Kolhapur APMC,Green Gram (Moong)(Whole),Other,Local,04/02/2026,5976.79,7931.31,6823.73
Bihar,Patna,Patna APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2332.71,2706.93,2538.16
Punjab,Patiala,Patiala APMC,Carrot,Other,FAQ,04/02/2026,2619.26,2941.47,2782.36
Madhya Pradesh,Jabalpur,Jabalpur APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,4275.79,5213.6,4676.36
Rajasthan,Jodhpur,Jodhpur APMC,Cotton,Other,FAQ,04/02/2026,5628.9,7542.34,6409.08
Gujarat,Vadodara,Vadodara APMC,Green Chilli,Other,FAQ,04/02/2026,4698.41,6257.26,5247.49
Maharashtra,Kolhapur,Kolhapur APMC,Cotton,Other,Local,04/02/2026,6610.22,7509.07,6996.55
Madhya Pradesh,Gwalior,Gwalior APMC,Onion,Other,Local,04/02/2026,1882.84,2398.0,2178.86
Uttar Pradesh,Agra,Agra APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2181.48,2517.54,2297.02
Rajasthan,Jaipur,Jaipur APMC,Coriander(Leaves),Other,Local,04/02/2026,2646.38,3683.88,3101.69
Madhya Pradesh,Bhopal,Bhopal APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,4093.51,5268.7,4493.34
Madhya Pradesh,Indore,Indore APMC,Onion,Other,FAQ,04/02/2026,1846.32,2268.99,1979.37
West Bengal,Asansol,Asansol APMC,Jute,Other,FAQ,04/02/2026,3734.99,4719.2,4085.28
Karnataka,Belgaum,Belgaum APMC,Bengal Gram(Gram)(Whole),Other,Local,04/02/2026,5276.23,6831.42,5793.71
Madhya Pradesh,Ujjain,Ujjain APMC,Orange,Other,Local,04/02/2026,2603.47,3293.9,3031.5
Karnataka,Mysore,Mysore APMC,Pumpkin,Other,Local,04/02/2026,1070.2,1350.72,1142.45
Andhra Pradesh,Guntur,Guntur APMC,Green Gram (Moong)(Whole),Other,Local,04/02/2026,7040.83,8478.62,7809.24
Uttar Pradesh,Kanpur,Kanpur APMC,Coriander(Leaves),Other,Local,04/02/2026,2704.55,3676.52,3109.94
Andhra Pradesh,Guntur,Guntur APMC,Black Gram (Urd Beans)(Whole),Other,Local,04/02/2026,5326.47,6694.61,5783.41
Uttar Pradesh,Kanpur,Kanpur APMC,Carrot,Other,Local,04/02/2026,1793.5,2184.67,1975.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Drumstick,Other,FAQ,04/02/2026,4088.18,5090.22,4341.99
Andhra Pradesh,Tirupati,Tirupati APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2884.09,3555.81,3134.98
Uttar Pradesh,Meerut,Meerut APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,5493.52,6642.54,6253.73
Haryana,Ambala,Ambala APMC,Cotton,Other,FAQ,04/02/2026,6643.15,7759.43,7039.17
Tamil Nadu,Salem,Salem APMC,Drumstick,Other,FAQ,04/02/2026,4229.88,5347.55,4736.31
Gujarat,Ahmedabad,Ahmedabad APMC,Green Chilli,Other,FAQ,04/02/2026,3613.66,4846.59,4056.11
Uttar Pradesh,Kanpur,Kanpur APMC,Potato,Other,FAQ,04/02/2026,1424.67,1740.08,1550.12
Jammu & Kashmir,Sopore,Sopore APMC,Apple,Other,FAQ,04/02/2026,8923.8,11373.08,10474.83
Uttar Pradesh,Lucknow,Lucknow APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,5045.87,6369.92,5522.73
Madhya Pradesh,Indore,Indore APMC,Cotton,Other,FAQ,04/02/2026,5332.61,6550.49,5983.11
Haryana,Rohtak,Rohtak APMC,Cotton,Other,Local,04/02/2026,6041.24,7627.19,6490.44
Gujarat,Surat,Surat APMC,Papaya,Other,Local,04/02/2026,1796.98,2311.59,1971.42
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4206.89,4913.23,4484.38
Himachal Pradesh,Shimla,Shimla APMC,Apple,Other,FAQ,04/02/2026,7209.03,8569.78,8015.73
Karnataka,Bangalore,Bangalore APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2515.79,2990.66,2691.39
Gujarat,Rajkot,Rajkot APMC,Green Chilli,Other,FAQ,04/02/2026,4131.9,5038.16,4794.7
Gujarat,Ahmedabad,Ahmedabad APMC,Papaya,Other,FAQ,04/02/2026,1835.6,2498.3,2154.47
Punjab,Bathinda,Bathinda APMC,Carrot,Other,Local,04/02/2026,2145.23,2869.47,2429.23
Madhya Pradesh,Bhopal,Bhopal APMC,Onion,Other,FAQ,04/02/2026,1511.24,2118.58,1767.14
Maharashtra,Nashik,Nashik APMC,Onion,Other,Local,04/02/2026,1909.4,2448.8,2072.16
Karnataka,Mangalore,Mangalore APMC,Pumpkin,Other,Local,04/02/2026,942.73,1155.0,1011.46
Madhya Pradesh,Gwalior,Gwalior APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,4146.55,4865.13,4631.51
Madhya Pradesh,Gwalior,Gwalior APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4526.29,5705.81,5226.7
Uttar Pradesh,Meerut,Meerut APMC,Bhindi(Ladies Finger),Other,Local,04/02/2026,2448.21,3139.39,2776.3
Tamil Nadu,Madurai,Madurai APMC,Drumstick,Other,FAQ,04/02/2026,4341.8,5148.83,4649.3
Uttar Pradesh,Agra,Agra APMC,Maize,Other,FAQ,04/02/2026,1938.56,2620.82,2266.38
Tamil Nadu,Trichy,Trichy APMC,Brinjal,Other,FAQ,04/02/2026,1725.78,2293.1,2021.14
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,4958.81,6634.32,5773.14
Rajasthan,Jodhpur,Jodhpur APMC,Coriander(Leaves),Other,FAQ,04/02/2026,2847.45,3302.72,3038.79
Odisha,Sambalpur,Sambalpur APMC,Ginger(Green),Other,Local,04/02/2026,4667.02,6008.45,5196.76
West Bengal,Siliguri,Siliguri APMC,Jute,Other,Local,04/02/2026,4171.74,4911.07,4480.0
Madhya Pradesh,Jabalpur,Jabalpur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,3911.63,4739.71,4122.72
Uttar Pradesh,Meerut,Meerut APMC,Onion,Other,FAQ,04/02/2026,1788.07,2175.57,2052.92
Karnataka,Hubli,Hubli APMC,Pumpkin,Other,FAQ,04/02/2026,743.91,976.98,870.24
Uttar Pradesh,Lucknow,Lucknow APMC,Carrot,Other,Local,04/02/2026,2371.4,2822.28,2621.08
Himachal Pradesh,Mandi,Mandi APMC,Apple,Other,FAQ,04/02/2026,8804.82,10508.75,9284.09
Andhra Pradesh,Vijayawada,Vijayawada APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,04/02/2026,4585.19,5984.83,5016.28
Uttar Pradesh,Varanasi,Varanasi APMC,Coriander(Leaves),Other,Local,04/02/2026,3453.94,4372.89,3731.26
Uttar Pradesh,Agra,Agra APMC,Coriander(Leaves),Other,FAQ,04/02/2026,2648.15,3360.74,3108.72
Maharashtra,Pune,Pune APMC,Onion,Other,Local,04/02/2026,2373.72,2711.16,2565.54
Gujarat,Surat,Surat APMC,Green Chilli,Other,FAQ,04/02/2026,4556.18,6222.78,5271.23
Rajasthan,Jaipur,Jaipur APMC,Cotton,Other,FAQ,04/02/2026,4536.29,5723.89,4954.38
Madhya Pradesh,Gwalior,Gwalior APMC,Orange,Other,Local,04/02/2026,3092.66,4084.88,3562.82
Madhya Pradesh,Jabalpur,Jabalpur APMC,Orange,Other,FAQ,04/02/2026,2677.89,3662.61,3059.95
Punjab,Patiala,Patiala APMC,Orange,Other,FAQ,04/02/2026,3666.46,4998.16,4262.45
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Green Gram (Moong)(Whole),Other,FAQ,04/02/2026,6388.08,7130.19,6753.8
Punjab,Ludhiana,Ludhiana APMC,Maize,Other,Local,04/02/2026,1899.21,2135.8,2007.99
Uttar Pradesh,Lucknow,Lucknow APMC,Potato,Other,FAQ,04/02/2026,1351.87,1616.74,1480.04
Madhya Pradesh,Ujjain,Ujjain APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,4341.38,5078.21,4771.18
Gujarat,Jamnagar,Jamnagar APMC,Onion,Other,Local,04/02/2026,2061.99,2502.55,2377.72
Maharashtra,Pune,Pune APMC,Bengal Gram(Gram)(Whole),Other,FAQ,04/02/2026,5577.57,6695.82,6242.79
Madhya Pradesh,Indore,Indore APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,5297.4,6509.46,5634.91
Uttar Pradesh,Agra,Agra APMC,Tomato,Other,Local,04/02/2026,1722.07,2049.37,1887.97
Andhra Pradesh,Guntur,Guntur APMC,Bhindi(Ladies Finger),Other,FAQ,04/02/2026,2294.1,2822.28,2572.13
Odisha,Berhampur,Berhampur APMC,Ginger(Green),Other,FAQ,04/02/2026,5544.64,6672.67,6192.6
Bihar,Muzaffarpur,Muzaffarpur APMC,Jute,Other,FAQ,04/02/2026,3533.3,4419.81,3770.82
Gujarat,Rajkot,Rajkot APMC,Papaya,Other,FAQ,04/02/2026,2415.19,2805.75,2552.53
Madhya Pradesh,Bhopal,Bhopal APMC,Cotton,Other,FAQ,04/02/2026,5370.11,6079.19,5760.23
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Other,Local,04/02/2026,2159.56,2461.35,2323.27
Assam,Dibrugarh,Dibrugarh APMC,Orange,Other,FAQ,04/02/2026,3011.38,4104.09,3498.12
Telangana,Hyderabad,Hyderabad APMC,Green Chilli,Other,Local,04/02/2026,4299.71,5242.38,4740.16
Uttar Pradesh,Lucknow,Lucknow APMC,Lentil (Masur)(Whole),Other,FAQ,04/02/2026,5024.66,5671.79,5307.46
West Bengal,Durgapur,Durgapur APMC,Jute,Other,FAQ,04/02/2026,4308.82,5773.63,4821.02
Assam,Guwahati,Guwahati APMC,Ginger(Green),Other,FAQ,04/02/2026,5826.05,6514.88,6153.39
Andhra Pradesh,Tirupati,Tirupati APMC,Black Gram (Urd Beans)(Whole),Other,Local,04/02/2026,5535.08,7186.67,6052.1
Madhya Pradesh,Jabalpur,Jabalpur APMC,Green Chilli,Other,FAQ,04/02/2026,3307.33,4110.36,3572.44
Uttar Pradesh,Agra,Agra APMC,Carrot,Other,FAQ,04/02/2026,1843.83,2165.84,1961.41
