n_soil,p_soil,k_soil,temperature,humidity,ph,rainfall,state,crop,yield_t_ha
43.3,50.6,45.7,24.5,53.7,5.84,728.0,Haryana,brinjal,27.0
62.4,42.6,31.8,21.6,69.7,6.52,716.1,Haryana,brinjal,27.0
52.3,37.2,47.1,28.2,68.4,6.35,672.2,Haryana,brinjal,27.0
82.2,38.7,34.9,30.0,56.8,6.81,571.2,Haryana,green chilli,10.8
23.2,53.5,12.4,20.0,66.2,6.76,484.4,Haryana,green chilli,10.8
63.0,9.6,47.1,26.7,61.6,6.51,654.0,Haryana,green chilli,10.8
59.4,17.5,62.0,29.6,51.7,6.33,544.6,Haryana,green chilli,10.8
81.6,14.1,35.0,20.7,59.7,6.26,592.0,Haryana,green chilli,10.8
47.9,31.0,46.2,27.4,66.4,6.41,494.2,Haryana,green chilli,10.8
57.6,46.0,18.2,27.2,64.5,6.53,557.6,Haryana,green chilli,10.8
8.7,34.7,57.9,26.0,59.5,6.51,633.2,Haryana,green chilli,10.8
73.2,37.3,44.2,31.0,70.1,7.67,481.5,Haryana,green chilli,10.8
93.5,30.5,43.5,28.2,57.9,6.54,716.6,Haryana,green chilli,10.8
45.8,60.0,26.2,31.8,70.0,6.46,519.6,Haryana,carrot,20.25
49.9,38.4,39.5,29.8,77.7,6.6,453.2,Haryana,carrot,20.25
49.1,37.8,29.7,22.5,78.8,6.65,455.0,Haryana,carrot,20.25
76.3,25.9,29.0,23.6,75.2,6.37,213.7,Haryana,carrot,20.25
84.2,36.3,21.5,25.0,66.2,6.7,849.8,Haryana,carrot,20.25
42.9,40.6,33.0,21.4,69.1,6.73,622.6,Haryana,carrot,20.25
68.5,31.8,29.9,26.1,71.3,7.3,699.3,Haryana,carrot,20.25
60.6,43.2,40.1,22.9,62.2,5.83,561.4,Haryana,carrot,20.25
92.7,49.9,30.8,25.8,55.3,6.47,736.2,Haryana,carrot,20.25
73.1,69.8,51.9,26.6,67.4,6.4,410.9,Haryana,carrot,20.25
86.1,52.1,37.6,26.8,71.9,6.92,360.5,Haryana,cabbage,33.75
64.9,38.0,51.1,29.1,72.5,5.94,462.4,Haryana,cabbage,33.75
82.3,32.9,24.8,27.6,57.6,7.39,624.4,Haryana,cabbage,33.75
63.2,35.6,55.9,27.1,58.7,6.1,569.0,Haryana,cabbage,33.75
40.4,52.3,21.9,25.6,66.9,6.67,472.4,Haryana,cabbage,33.75
73.2,29.4,39.8,28.0,65.7,6.16,759.6,Haryana,cabbage,33.75
61.7,48.9,55.3,29.4,71.0,6.6,699.1,Haryana,cabbage,33.75
64.3,25.5,43.0,26.8,66.7,6.44,465.8,Haryana,cabbage,33.75
73.1,24.2,54.6,25.3,64.0,6.78,668.6,Haryana,cabbage,33.75
31.8,49.9,43.0,24.1,56.0,6.33,385.2,Haryana,cabbage,33.75
94.4,57.8,44.5,25.3,60.4,6.88,843.7,Haryana,cauliflower,27.0
48.6,26.6,55.5,20.6,53.9,6.38,345.9,Haryana,cauliflower,27.0
82.2,50.3,34.3,29.8,73.6,6.44,512.4,Haryana,cauliflower,27.0
105.2,48.7,42.6,30.1,64.4,6.25,592.0,Haryana,cauliflower,27.0
80.8,16.1,37.1,30.1,57.9,7.27,792.2,Haryana,cauliflower,27.0
58.7,33.2,37.1,34.0,77.0,6.56,488.8,Haryana,cauliflower,27.0
62.3,42.9,27.6,26.2,72.6,5.6,704.0,Haryana,cauliflower,27.0
87.5,33.3,56.9,23.9,65.5,6.35,534.0,Haryana,cauliflower,27.0
47.7,48.4,48.5,25.8,51.1,6.7,643.3,Haryana,cauliflower,27.0
55.7,62.4,24.4,19.3,56.2,6.86,421.6,Haryana,cauliflower,27.0
40.4,51.4,44.6,27.1,68.3,6.29,523.2,Haryana,bottle gourd,20.25
76.2,23.9,18.6,24.7,69.4,6.63,708.6,Haryana,bottle gourd,20.25
19.7,43.8,46.5,21.9,68.9,6.44,1040.7,Haryana,bottle gourd,20.25
16.5,56.4,36.1,21.1,57.8,6.64,735.6,Haryana,bottle gourd,20.25
94.4,57.1,30.3,29.4,65.1,6.17,548.2,Haryana,bottle gourd,20.25
45.8,40.4,32.7,22.9,65.8,6.81,551.9,Haryana,bottle gourd,20.25
87.4,36.9,37.0,28.0,60.9,6.54,201.9,Haryana,bottle gourd,20.25
60.3,18.1,27.8,22.0,53.7,6.23,507.0,Haryana,bottle gourd,20.25
73.3,42.7,21.0,26.2,64.5,6.34,570.9,Haryana,bottle gourd,20.25
63.8,49.2,24.3,25.3,74.1,7.21,707.6,Haryana,bottle gourd,20.25
70.7,59.9,59.2,25.6,54.2,6.36,1044.5,Haryana,bitter gourd,16.2
28.6,34.4,25.9,26.4,52.4,6.45,287.5,Haryana,bitter gourd,16.2
72.4,54.7,36.2,25.6,60.7,6.59,574.3,Haryana,bitter gourd,16.2
75.4,54.8,31.9,25.1,69.2,5.79,284.4,Haryana,bitter gourd,16.2
64.5,46.0,32.8,24.3,55.9,6.07,684.0,Haryana,bitter gourd,16.2
36.4,36.8,30.9,21.6,69.0,6.24,608.3,Haryana,bitter gourd,16.2
29.8,31.1,47.6,33.8,46.2,6.4,641.8,Haryana,bitter gourd,16.2
47.7,50.2,31.3,26.5,57.8,7.11,478.5,Haryana,bitter gourd,16.2
53.0,51.3,29.7,26.2,47.4,5.96,637.3,Haryana,bitter gourd,16.2
40.2,33.5,44.9,24.3,68.6,6.61,645.4,Haryana,bitter gourd,16.2
84.8,43.8,55.4,28.7,57.8,7.15,619.6,Haryana,pumpkin,20.25
52.1,43.3,51.1,27.4,76.6,7.04,658.5,Haryana,pumpkin,20.25
39.5,37.8,40.7,28.1,67.1,6.58,598.1,Haryana,pumpkin,20.25
74.4,29.7,57.0,19.9,73.6,6.48,730.4,Haryana,pumpkin,20.25
67.3,44.2,45.5,28.4,59.4,7.02,417.3,Haryana,pumpkin,20.25
59.9,50.0,50.0,27.4,58.9,6.95,479.6,Haryana,pumpkin,20.25
95.0,39.0,24.6,22.4,62.3,6.57,875.4,Haryana,pumpkin,20.25
39.2,40.5,29.4,24.5,75.5,5.93,668.1,Haryana,pumpkin,20.25
67.9,39.7,45.2,22.5,75.3,7.46,587.1,Haryana,pumpkin,20.25
108.5,35.2,44.0,30.3,58.3,5.81,338.2,Haryana,pumpkin,20.25
101.2,33.7,38.1,22.7,69.6,6.11,506.3,Haryana,bhindi,13.5
66.0,27.2,38.2,30.2,65.4,6.57,612.2,Haryana,bhindi,13.5
52.2,64.0,31.9,26.6,62.9,7.0,745.5,Haryana,bhindi,13.5
59.4,43.5,43.3,19.2,49.3,6.2,495.8,Haryana,bhindi,13.5
36.0,49.0,40.0,25.4,52.0,6.48,200.0,Haryana,bhindi,13.5
56.7,40.8,42.4,21.3,63.8,5.98,458.1,Haryana,bhindi,13.5
74.4,64.2,40.5,23.5,63.5,6.97,673.1,Haryana,bhindi,13.5
114.9,31.4,42.5,30.6,73.9,5.52,579.5,Haryana,bhindi,13.5
89.7,74.7,47.0,24.9,53.9,7.61,689.3,Haryana,bhindi,13.5
43.0,37.6,43.1,27.6,54.8,6.19,332.1,Haryana,bhindi,13.5
80.8,35.9,44.7,30.3,63.8,6.44,609.1,Haryana,garlic,10.8
61.3,55.0,43.1,24.4,70.4,7.12,379.3,Haryana,garlic,10.8
90.7,44.4,42.8,29.0,57.5,6.98,523.5,Haryana,garlic,10.8
30.5,28.0,45.7,23.2,74.9,7.09,780.0,Haryana,garlic,10.8
62.5,43.1,28.1,29.0,65.0,6.78,833.2,Haryana,garlic,10.8
47.9,38.5,43.3,23.2,60.5,6.75,531.2,Haryana,garlic,10.8
86.2,21.9,51.2,28.0,57.4,6.04,268.0,Haryana,garlic,10.8
44.1,52.6,39.4,29.5,57.0,6.85,472.4,Haryana,garlic,10.8
40.7,38.7,33.4,21.4,60.5,6.55,770.3,Haryana,garlic,10.8
78.7,54.6,47.2,27.0,52.2,6.57,669.5,Haryana,garlic,10.8
89.1,48.2,52.4,22.9,59.4,6.71,754.1,Haryana,ginger,13.5
57.1,39.0,46.9,22.6,74.9,6.06,292.2,Haryana,ginger,13.5
60.2,60.4,45.9,28.3,62.3,6.42,348.3,Haryana,ginger,13.5
14.8,42.4,53.1,27.0,67.0,7.29,629.3,Haryana,ginger,13.5
57.5,30.2,60.2,27.6,54.5,5.91,768.0,Haryana,ginger,13.5
39.3,62.2,12.4,30.3,65.9,6.56,553.7,Haryana,ginger,13.5
97.8,48.5,31.0,20.8,63.4,6.5,352.0,Haryana,ginger,13.5
58.9,33.1,40.1,28.2,73.9,6.95,471.8,Haryana,ginger,13.5
67.4,40.8,26.7,27.2,76.9,6.52,340.9,Haryana,ginger,13.5
60.6,25.4,48.6,27.6,60.6,6.33,548.2,Haryana,ginger,13.5
60.2,30.7,26.1,29.4,58.9,6.58,622.8,Haryana,coriander,4.05
66.4,25.9,23.2,24.2,65.2,6.14,526.8,Haryana,coriander,4.05
102.5,17.9,32.4,31.7,61.6,6.15,755.3,Haryana,coriander,4.05
61.1,35.8,41.9,24.0,53.9,6.44,428.4,Haryana,coriander,4.05
60.2,44.3,48.5,29.4,58.8,6.75,653.9,Haryana,coriander,4.05
66.6,34.2,29.7,27.5,48.3,6.37,200.0,Haryana,coriander,4.05
33.3,29.5,51.0,28.1,57.6,6.86,713.1,Haryana,coriander,4.05
56.8,23.4,37.9,25.7,52.1,6.68,622.0,Haryana,coriander,4.05
68.9,43.3,47.3,25.5,63.6,6.3,492.3,Haryana,coriander,4.05
86.8,15.5,48.8,24.1,56.0,6.63,356.6,Haryana,coriander,4.05
43.7,29.8,37.8,23.6,74.8,7.4,276.7,Haryana,drumstick,16.2
70.9,50.3,45.4,24.0,60.0,6.13,517.0,Haryana,drumstick,16.2
35.8,38.6,25.0,25.4,52.0,6.6,478.1,Haryana,drumstick,16.2
65.8,53.0,55.9,18.4,55.3,6.35,649.0,Haryana,drumstick,16.2
27.0,28.2,41.3,26.3,65.0,6.72,630.8,Haryana,drumstick,16.2
63.9,40.7,46.6,19.3,74.4,5.4,418.1,Haryana,drumstick,16.2
55.5,48.1,10.0,25.9,68.3,7.0,475.4,Haryana,drumstick,16.2
54.0,32.6,36.1,22.9,54.9,6.72,599.7,Haryana,drumstick,16.2
69.8,42.6,47.0,28.6,48.1,6.07,545.3,Haryana,drumstick,16.2
59.5,32.0,49.1,31.9,63.5,6.54,707.4,Haryana,drumstick,16.2
22.7,40.3,49.8,24.1,52.2,6.41,570.9,Haryana,sweet potato,20.25
41.8,65.2,35.2,22.5,61.3,6.95,582.6,Haryana,sweet potato,20.25
69.7,29.5,54.9,27.7,70.4,6.68,703.7,Haryana,sweet potato,20.25
42.5,34.1,53.5,30.7,52.8,6.62,515.4,Haryana,sweet potato,20.25
46.1,43.4,51.4,27.4,59.4,6.76,526.0,Haryana,sweet potato,20.25
68.2,56.8,19.2,28.4,49.7,7.11,484.4,Haryana,sweet potato,20.25
35.6,48.3,43.6,23.0,52.0,6.41,399.4,Haryana,sweet potato,20.25
38.8,41.4,30.3,27.3,73.9,6.43,599.5,Haryana,sweet potato,20.25
100.4,25.7,51.9,29.2,68.8,7.15,622.1,Haryana,sweet potato,20.25
48.3,53.1,51.3,29.3,62.4,6.14,608.7,Haryana,sweet potato,20.25
78.8,52.3,35.7,26.9,51.5,6.99,462.5,Haryana,tapioca,33.75
75.7,26.2,50.3,27.0,55.7,6.85,491.4,Haryana,tapioca,33.75
75.0,36.7,22.8,23.1,58.6,7.18,715.2,Haryana,tapioca,33.75
92.5,59.8,34.7,25.4,58.7,6.16,303.8,Haryana,tapioca,33.75
59.7,24.6,39.7,32.3,57.9,6.6,716.0,Haryana,tapioca,33.75
65.6,43.5,36.4,25.3,54.3,6.92,318.8,Haryana,tapioca,33.75
79.4,23.2,49.6,24.9,52.1,6.79,719.3,Haryana,tapioca,33.75
51.2,48.6,17.1,22.0,72.3,6.39,300.7,Haryana,tapioca,33.75
46.0,28.9,38.3,24.9,63.4,6.47,784.0,Haryana,tapioca,33.75
68.5,45.5,51.7,24.8,51.9,7.1,600.4,Haryana,tapioca,33.75
82.1,38.7,38.8,27.5,72.9,6.89,768.9,Punjab,rice,4.12
88.5,46.3,43.2,28.6,62.0,6.68,529.4,Punjab,rice,4.12
70.1,42.6,37.0,27.4,54.2,6.55,669.9,Punjab,rice,4.12
52.8,40.6,47.6,26.3,63.4,6.84,633.6,Punjab,rice,4.12
80.2,47.5,54.3,23.0,61.1,6.17,600.2,Punjab,rice,4.12
101.4,50.7,33.7,23.2,68.0,6.05,541.2,Punjab,rice,4.12
100.2,38.9,54.5,28.8,59.1,6.06,608.6,Punjab,rice,4.12
63.7,46.2,42.9,26.1,76.2,6.91,723.4,Punjab,rice,4.12
50.5,49.4,62.2,16.0,70.5,6.42,522.5,Punjab,rice,4.12
92.0,62.1,52.8,23.9,57.5,6.57,781.0,Punjab,rice,4.12
74.2,42.1,73.2,28.2,74.2,6.07,543.9,Punjab,wheat,5.01
81.1,35.0,61.0,29.2,60.7,7.69,649.4,Punjab,wheat,5.01
118.8,46.4,50.8,29.2,75.2,7.06,628.8,Punjab,wheat,5.01
87.7,36.8,46.5,21.7,50.8,6.83,839.3,Punjab,wheat,5.01
93.9,44.2,62.5,23.3,49.7,5.71,472.8,Punjab,wheat,5.01
92.2,38.7,49.6,29.9,56.2,7.04,730.8,Punjab,wheat,5.01
67.1,58.5,42.1,23.8,81.9,7.06,788.8,Punjab,wheat,5.01
100.3,38.5,57.5,23.5,60.6,6.66,556.7,Punjab,wheat,5.01
92.3,47.7,40.1,27.0,62.8,6.64,657.3,Punjab,wheat,5.01
87.0,48.9,41.4,27.5,63.2,6.47,429.8,Punjab,wheat,5.01
94.7,45.1,47.1,28.1,61.2,5.81,660.5,Punjab,maize,4.25
84.6,42.4,59.7,17.5,74.0,6.9,718.5,Punjab,maize,4.25
30.0,57.8,34.7,23.5,63.6,6.7,745.9,Punjab,maize,4.25
93.4,53.2,47.5,26.2,56.3,6.12,784.3,Punjab,maize,4.25
92.6,52.2,39.9,27.7,55.7,7.04,610.9,Punjab,maize,4.25
105.3,29.8,62.6,23.9,62.0,6.6,545.4,Punjab,maize,4.25
78.9,37.6,38.0,26.5,57.8,6.12,444.1,Punjab,maize,4.25
72.4,58.1,36.5,22.8,66.6,6.31,984.2,Punjab,maize,4.25
77.6,48.4,54.4,27.8,66.9,6.42,953.6,Punjab,maize,4.25
78.5,40.6,38.5,19.8,71.6,5.33,649.1,Punjab,maize,4.25
23.4,67.4,20.3,22.3,63.9,7.1,567.6,Punjab,chickpea,1.4
24.4,32.4,37.9,18.0,64.8,6.9,802.4,Punjab,chickpea,1.4
39.0,41.7,46.1,24.1,57.3,8.07,728.1,Punjab,chickpea,1.4
25.0,51.9,37.2,24.8,54.4,7.06,743.5,Punjab,chickpea,1.4
24.0,54.0,38.1,22.4,54.4,7.12,571.4,Punjab,chickpea,1.4
27.7,37.8,30.1,28.2,66.2,6.85,652.6,Punjab,chickpea,1.4
36.0,47.9,39.7,22.7,73.2,8.36,531.3,Punjab,chickpea,1.4
15.5,46.8,42.0,24.7,56.6,7.15,739.7,Punjab,chickpea,1.4
21.7,51.1,44.3,25.7,64.8,7.61,521.6,Punjab,chickpea,1.4
17.4,42.3,31.1,22.6,79.6,8.29,596.9,Punjab,chickpea,1.4
61.8,37.7,51.1,28.9,50.8,6.74,454.0,Punjab,kidneybeans,1.12
95.2,45.3,31.8,24.3,62.7,6.76,806.3,Punjab,kidneybeans,1.12
37.0,62.1,56.1,22.4,65.6,7.36,834.9,Punjab,kidneybeans,1.12
53.3,49.8,70.0,25.3,59.9,6.59,687.0,Punjab,kidneybeans,1.12
49.5,45.3,27.5,23.0,71.1,5.62,785.5,Punjab,kidneybeans,1.12
19.8,19.2,35.0,25.9,75.6,6.53,613.0,Punjab,kidneybeans,1.12
71.6,29.5,41.4,21.4,65.7,6.44,529.4,Punjab,kidneybeans,1.12
63.3,41.9,51.8,20.2,64.4,6.12,780.5,Punjab,kidneybeans,1.12
75.1,46.1,33.0,27.7,52.8,5.63,458.6,Punjab,kidneybeans,1.12
59.3,48.1,10.2,29.0,66.0,5.72,665.1,Punjab,kidneybeans,1.12
81.9,47.2,51.0,20.9,61.7,6.04,907.6,Punjab,pigeonpeas,1.12
72.8,74.2,35.3,22.8,63.9,7.19,595.1,Punjab,pigeonpeas,1.12
62.5,41.2,40.4,23.0,63.9,6.41,648.9,Punjab,pigeonpeas,1.12
78.9,61.1,31.6,23.8,58.4,6.59,569.2,Punjab,pigeonpeas,1.12
64.8,53.2,14.7,26.5,61.3,6.73,515.5,Punjab,pigeonpeas,1.12
83.9,51.0,45.7,27.4,59.0,6.19,762.9,Punjab,pigeonpeas,1.12
44.6,57.3,36.8,26.5,81.8,6.15,660.3,Punjab,pigeonpeas,1.12
81.1,51.4,36.7,23.4,63.1,7.22,608.1,Punjab,pigeonpeas,1.12
61.6,34.9,47.1,25.5,57.0,6.02,350.2,Punjab,pigeonpeas,1.12
43.4,49.5,53.2,27.1,69.4,6.44,766.2,Punjab,pigeonpeas,1.12
65.7,61.7,39.0,29.0,72.0,6.87,348.3,Punjab,mothbeans,0.56
78.6,38.5,35.6,20.6,65.0,6.52,454.5,Punjab,mothbeans,0.56
30.5,45.8,48.7,25.6,74.2,6.46,641.8,Punjab,mothbeans,0.56
41.7,21.3,58.5,28.4,53.9,6.58,635.0,Punjab,mothbeans,0.56
54.5,35.1,43.8,27.5,68.2,6.44,626.4,Punjab,mothbeans,0.56
78.7,45.6,40.7,24.9,67.8,6.27,773.2,Punjab,mothbeans,0.56
38.5,35.1,46.1,21.6,52.4,6.53,395.5,Punjab,mothbeans,0.56
34.0,49.1,38.0,28.9,55.4,6.45,709.9,Punjab,mothbeans,0.56
36.6,52.4,45.1,20.2,64.7,6.69,561.5,Punjab,mothbeans,0.56
30.4,43.3,62.1,23.8,77.6,6.12,682.3,Punjab,mothbeans,0.56
31.2,44.9,32.6,27.2,80.1,6.65,572.6,Punjab,mungbean,0.98
23.5,70.2,36.1,23.2,55.8,5.59,704.5,Punjab,mungbean,0.98
30.2,41.0,34.9,21.5,66.1,6.74,569.7,Punjab,mungbean,0.98
38.5,36.6,37.3,27.5,64.4,6.41,435.7,Punjab,mungbean,0.98
35.9,43.3,39.3,27.0,60.0,6.4,850.2,Punjab,mungbean,0.98
16.1,66.3,29.0,21.5,66.1,7.6,363.4,Punjab,mungbean,0.98
23.9,49.8,35.3,26.1,59.3,6.2,627.7,Punjab,mungbean,0.98
16.0,44.6,31.9,23.6,67.6,5.59,615.6,Punjab,mungbean,0.98
43.5,34.1,45.3,25.2,60.2,5.84,671.0,Punjab,mungbean,0.98
36.6,41.1,34.4,28.0,67.7,5.71,664.8,Punjab,mungbean,0.98
90.2,39.6,12.6,26.2,63.4,5.59,398.1,Punjab,blackgram,0.84
79.5,31.2,30.9,24.9,59.8,6.55,619.6,Punjab,blackgram,0.84
36.0,33.9,44.4,25.1,64.3,7.47,759.7,Punjab,blackgram,0.84
77.0,38.0,42.2,23.7,71.2,6.44,683.4,Punjab,blackgram,0.84
63.2,39.8,69.4,23.0,59.6,6.85,560.7,Punjab,blackgram,0.84
54.2,27.0,44.9,26.5,62.5,6.86,371.3,Punjab,blackgram,0.84
45.9,38.0,28.3,19.8,62.5,6.85,842.3,Punjab,blackgram,0.84
49.1,48.8,46.4,28.7,62.2,5.6,660.5,Punjab,blackgram,0.84
39.7,31.3,37.0,24.0,66.1,6.85,594.8,Punjab,blackgram,0.84
67.9,40.2,49.4,24.4,64.4,6.31,625.7,Punjab,blackgram,0.84
18.7,36.2,41.2,21.8,62.4,7.01,597.1,Punjab,lentil,1.12
31.6,39.1,26.6,20.2,75.5,5.93,762.1,Punjab,lentil,1.12
17.0,58.2,52.7,19.9,56.3,6.89,727.0,Punjab,lentil,1.12
31.2,39.3,50.9,25.4,55.3,6.37,469.5,Punjab,lentil,1.12
37.7,38.4,38.9,23.6,60.1,5.54,739.7,Punjab,lentil,1.12
35.4,35.8,22.6,27.4,51.8,7.11,514.3,Punjab,lentil,1.12
16.2,47.5,26.7,22.9,67.8,5.29,896.4,Punjab,lentil,1.12
25.3,32.1,26.9,28.0,69.8,7.19,547.6,Punjab,lentil,1.12
27.4,49.3,40.6,28.4,59.3,6.44,558.5,Punjab,lentil,1.12
24.6,52.0,21.8,28.3,55.9,6.35,836.6,Punjab,lentil,1.12
66.6,44.1,28.2,21.9,72.5,6.21,575.8,Punjab,pomegranate,14.0
79.3,27.4,42.7,25.1,65.0,6.24,563.0,Punjab,pomegranate,14.0
38.4,45.8,33.3,27.9,63.2,5.97,614.3,Punjab,pomegranate,14.0
51.8,52.1,36.3,24.2,76.3,6.75,899.4,Punjab,pomegranate,14.0
85.2,29.4,49.9,29.6,77.3,6.99,795.1,Punjab,pomegranate,14.0
53.9,30.0,36.5,20.0,75.7,6.36,843.7,Punjab,pomegranate,14.0
35.4,53.0,35.1,21.1,78.0,7.05,681.8,Punjab,pomegranate,14.0
60.7,45.3,41.9,22.6,61.7,7.48,1050.8,Punjab,pomegranate,14.0
91.3,45.7,36.6,22.6,59.1,6.22,972.7,Punjab,pomegranate,14.0
96.1,49.0,30.4,27.7,63.1,5.42,693.1,Punjab,pomegranate,14.0
43.2,30.3,37.5,23.5,64.7,6.46,368.6,Punjab,banana,49.0
90.4,28.2,30.5,24.0,64.1,7.23,690.4,Punjab,banana,49.0
71.3,43.3,42.3,25.9,49.5,6.38,824.3,Punjab,banana,49.0
138.8,25.5,44.2,23.3,81.4,5.82,743.7,Punjab,banana,49.0
31.9,36.2,39.7,28.2,56.4,6.83,652.8,Punjab,banana,49.0
65.5,51.5,27.2,27.4,60.4,7.05,700.2,Punjab,banana,49.0
55.8,32.9,48.2,28.8,60.7,5.93,754.1,Punjab,banana,49.0
31.0,24.3,29.4,23.8,54.3,5.53,479.7,Punjab,banana,49.0
72.8,24.7,36.6,30.8,64.6,6.67,508.1,Punjab,banana,49.0
103.3,33.5,37.7,29.0,63.5,6.52,607.7,Punjab,banana,49.0
54.5,44.4,45.5,23.1,58.9,6.2,439.8,Punjab,mango,11.2
28.2,43.6,49.4,27.6,45.9,6.38,484.7,Punjab,mango,11.2
62.9,35.0,45.9,24.9,49.8,6.02,650.9,Punjab,mango,11.2
61.8,23.1,24.6,25.2,53.8,5.67,583.2,Punjab,mango,11.2
50.2,29.5,33.0,25.0,59.2,6.54,592.9,Punjab,mango,11.2
63.4,50.5,48.4,28.9,71.7,6.62,585.0,Punjab,mango,11.2
52.2,29.5,40.0,27.1,59.2,6.48,548.4,Punjab,mango,11.2
64.2,33.4,32.6,23.0,69.0,6.45,585.7,Punjab,mango,11.2
65.2,35.0,51.3,22.1,63.5,5.8,598.0,Punjab,mango,11.2
26.4,49.0,47.7,27.4,65.2,6.06,529.9,Punjab,mango,11.2
90.6,57.2,41.2,23.5,75.9,6.15,684.3,Punjab,grapes,28.0
87.0,30.0,48.3,26.6,64.7,6.0,541.3,Punjab,grapes,28.0
65.8,22.9,41.3,26.6,72.9,5.8,847.4,Punjab,grapes,28.0
93.9,44.9,29.6,24.0,64.6,6.64,653.3,Punjab,grapes,28.0
65.6,38.9,42.7,23.6,62.3,6.21,937.6,Punjab,grapes,28.0
89.3,46.7,53.3,27.4,66.5,5.75,610.7,Punjab,grapes,28.0
53.3,26.4,25.1,26.5,67.6,5.92,538.1,Punjab,grapes,28.0
83.2,29.5,41.7,24.4,69.1,6.07,663.5,Punjab,grapes,28.0
63.4,42.8,40.8,26.0,82.5,7.78,554.1,Punjab,grapes,28.0
13.6,47.1,41.9,28.2,67.3,6.53,819.3,Punjab,grapes,28.0
85.4,23.4,31.8,24.7,65.8,6.39,715.1,Punjab,watermelon,35.0
79.9,60.7,45.8,22.4,63.8,6.46,727.2,Punjab,watermelon,35.0
67.8,64.6,35.4,26.2,83.8,6.21,671.8,Punjab,watermelon,35.0
41.1,41.0,32.2,28.1,66.2,6.03,776.1,Punjab,watermelon,35.0
63.6,51.4,28.5,26.1,71.2,6.29,461.1,Punjab,watermelon,35.0
59.2,54.7,51.3,23.7,54.7,6.28,579.7,Punjab,watermelon,35.0
68.9,38.7,32.5,28.3,66.1,6.72,391.3,Punjab,watermelon,35.0
11.5,22.7,35.2,26.7,46.3,7.3,675.6,Punjab,watermelon,35.0
87.2,29.4,45.0,25.3,71.5,6.38,721.0,Punjab,watermelon,35.0
82.0,32.2,42.4,19.3,70.6,7.48,463.3,Punjab,watermelon,35.0
58.2,50.6,40.3,25.5,61.9,6.29,637.0,Punjab,muskmelon,16.8
60.8,25.8,39.3,29.7,61.6,5.88,627.3,Punjab,muskmelon,16.8
45.7,23.9,41.4,22.9,60.0,6.58,420.0,Punjab,muskmelon,16.8
25.2,48.1,20.7,22.1,50.6,6.26,714.2,Punjab,muskmelon,16.8
62.2,68.7,50.9,22.2,55.4,7.85,809.4,Punjab,muskmelon,16.8
71.8,40.9,42.7,20.6,66.3,6.54,514.4,Punjab,muskmelon,16.8
49.2,58.2,38.7,31.2,51.1,6.24,417.9,Punjab,muskmelon,16.8
35.8,30.1,43.2,25.8,59.6,5.39,871.7,Punjab,muskmelon,16.8
54.3,26.6,42.7,25.6,62.4,6.57,476.7,Punjab,muskmelon,16.8
75.2,28.0,33.9,26.9,74.6,7.29,808.4,Punjab,muskmelon,16.8
53.5,21.5,54.1,29.1,59.6,6.96,600.2,Punjab,apple,16.8
90.0,33.8,59.8,27.4,79.4,6.27,710.8,Punjab,apple,16.8
40.6,50.1,49.0,32.2,68.9,6.86,579.4,Punjab,apple,16.8
70.8,35.4,41.2,25.5,62.2,6.53,593.7,Punjab,apple,16.8
52.4,52.9,41.8,26.0,53.3,6.71,729.6,Punjab,apple,16.8
52.0,65.0,17.1,27.4,70.7,6.77,676.4,Punjab,apple,16.8
71.0,50.4,32.7,25.9,63.5,5.95,757.6,Punjab,apple,16.8
48.7,22.0,34.6,22.6,73.2,6.58,857.4,Punjab,apple,16.8
46.7,50.5,68.4,26.1,71.9,6.85,436.7,Punjab,apple,16.8
71.7,43.7,37.4,22.3,70.6,6.01,970.0,Punjab,apple,16.8
62.3,25.3,34.9,24.2,84.3,6.06,632.6,Punjab,orange,14.0
49.2,46.0,34.8,21.6,63.4,6.35,561.2,Punjab,orange,14.0
49.2,54.2,36.8,21.6,61.3,6.53,449.6,Punjab,orange,14.0
92.5,50.4,54.3,26.2,48.3,7.27,520.5,Punjab,orange,14.0
44.4,41.9,53.8,28.2,72.3,6.34,600.9,Punjab,orange,14.0
66.9,38.4,48.9,27.5,69.7,5.24,669.2,Punjab,orange,14.0
57.8,42.0,32.5,21.0,68.7,6.32,736.2,Punjab,orange,14.0
46.6,57.0,50.0,25.9,63.3,6.93,708.9,Punjab,orange,14.0
64.8,52.5,54.3,21.2,56.6,6.11,424.6,Punjab,orange,14.0
58.7,47.2,39.8,23.4,74.0,6.57,701.4,Punjab,orange,14.0
83.1,38.5,60.6,23.7,81.0,6.01,727.6,Punjab,papaya,56.0
47.1,53.4,35.2,25.9,59.8,6.97,551.6,Punjab,papaya,56.0
93.7,28.0,26.5,27.9,60.3,6.5,601.7,Punjab,papaya,56.0
33.7,39.1,52.6,28.0,66.9,7.06,491.1,Punjab,papaya,56.0
53.5,44.7,38.7,24.3,55.4,5.46,772.7,Punjab,papaya,56.0
64.9,50.8,35.6,22.9,65.1,6.93,615.3,Punjab,papaya,56.0
76.0,27.9,38.4,24.8,74.8,6.6,911.9,Punjab,papaya,56.0
33.0,41.6,41.8,26.9,58.5,7.34,651.9,Punjab,papaya,56.0
38.3,39.8,36.9,33.3,73.4,6.52,633.2,Punjab,papaya,56.0
79.0,52.0,10.9,26.9,65.2,5.84,782.0,Punjab,papaya,56.0
